company_id,type,rule_id,text,confidence_pct
POWERGRID,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
POWERGRID,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
POWERGRID,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,86.35
RECLTD,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.9
RECLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
RECLTD,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
RECLTD,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
RECLTD,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.5
RELIANCE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
RELIANCE,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
RELIANCE,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
SBILIFE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,86.54
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SBILIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SBILIFE,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
SBILIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SBIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
SBIN,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
SBIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.2
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,82.2
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.06
SHREECEM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SHREECEM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
SHREECEM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.31
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.49
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.11
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
SHRIRAMFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,81.4
SHRIRAMFIN,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,93.5
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.83
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SIEMENS,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
SUNPHARMA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
SUNPHARMA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.58
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,72.94
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98.74
SUNPHARMA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SUNPHARMA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
SUNPHARMA,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.24
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.8
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91.81
TATACONSUM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TATACONSUM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TATACONSUM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TATAMOTORS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
TATAMOTORS,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
TATAMOTORS,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TATAMOTORS,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
TATAMOTORS,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TATAMOTORS,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TATAPOWER,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.19
TATAPOWER,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TATAPOWER,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.24
TATAPOWER,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TATAPOWER,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
TATAPOWER,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TATASTEEL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TATASTEEL,con,CON_04,Company reported a net loss in the most recent financial year,90.0
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TATASTEEL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.37
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TCS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.77
TCS,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TECHM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71.75
TECHM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TECHM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TECHM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",90.0
TECHM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TECHM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TECHM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78.37
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
TITAN,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.77
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.47
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.52
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TITAN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.89
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TORNTPHARM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.95
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,83.53
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TORNTPHARM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TORNTPHARM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
TORNTPHARM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TRENT,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
TRENT,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
TRENT,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
TVSMOTOR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.66
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,83.3
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
TVSMOTOR,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
TVSMOTOR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
